,female_violence_fraction,female_violence_counts,prostitution_fraction,prostitution_counts,avg_commute,male_epop,female_epop,female_violence_share,violence_per_capita,female_violence_share,relative_sex_crime,swnftemp,swnauthemp,rate
183,0.09750068662455372,710.0,0.0,0.0,22.180361090641107,0.4709952925965378,0.42761897330524323,0.5753646677471631,0.007861875637104996,0.5753646677471631,0.006370184193888975,938.0,989.0,0.5376884422110553
184,,,,,29.577456218281824,0.5059235177430021,0.44617302630877875,,,,,,,0.5
185,,,,,26.33899097570699,0.4591418659999228,0.40039023157162973,,,,,1656.0,1719.0,0.3662551440329218
186,0.12192032005334227,7314.0,0.0008834805800966827,53.0,23.3449806192691,,,0.6363873662229187,0.018546369959173133,0.6363873662229187,0.013536891634572201,2948.0,3128.0,0.3063583815028902
187,0.09895858798220306,2024.0,0.0005378184129467557,11.0,24.040907402613474,0.49587565286102486,0.41267261666888705,0.6018435920309245,0.024806190114404998,0.6018435920309245,0.010172355946031277,176.0,184.0,0.6331658291457286
188,,,,,22.079577059556897,0.45120862719850197,0.4451879199902879,,,,,,,0.526984126984127
189,,,,,,,,,,,,,,0.0
190,0.14232759004857426,70264.0,0.001620489468844064,800.0,26.123631363220987,0.5316561886002885,0.46398898440055913,0.5859141775487406,0.10949580906119313,0.5859141775487406,0.0059630575144900555,15530.0,16425.0,0.20801526717557253
191,,,,,23.65083701831964,0.4192393383495508,0.31382172054135526,,,,0.007883068117141033,572.0,593.0,0.40131578947368424
192,,,,,21.229937926406453,0.48824466770628294,0.433173201345756,,,,0.010840159308639389,272.0,275.0,0.2781954887218045
193,0.1093537882057519,27871.0,0.001365401969631577,348.0,37.328295919999405,0.570236180615634,0.5008144650323569,0.5571859818876073,0.012935132975525359,0.5571859818876073,0.006751015728162742,23220.0,24476.0,0.5368098159509203
194,0.10676249886990333,23618.0,0.0008950366151342556,198.0,18.59478717419837,,,0.599015927767069,0.36868238220360366,0.599015927767069,,,,0.5268817204301075
195,,,,,20.49269793056897,0.5405789042378829,0.4727895224710701,,,,,,,0.46794871794871795
196,0.1312610056740364,26835.0,0.0008413226374486408,172.0,20.875242628141,0.5122618527911167,0.434538557462254,0.575808943438332,0.11530734439792961,0.575808943438332,0.011526901439125221,909.0,935.0,0.32540861812778604
197,,,,,21.488044281878697,,,,,,,,,0.2661290322580645
198,0.13875865603578316,23825.0,0.0014851398652308365,255.0,,0.5193250699579806,0.47960500198491485,0.5577143659729865,,0.5577143659729865,0.005527286330401636,680.0,709.0,0.30851063829787234
199,0.07981022206350717,10951.0,0.0007069301013752334,97.0,21.86871439053868,0.4588815922982641,0.3591889594884452,0.5562836533577166,0.1347562394753776,0.5562836533577166,,,,0.0
200,0.17831857571695586,47225.0,3.7759359601261144e-06,1.0,,0.4505880747513268,0.4093823636434289,0.6329580485189653,,0.6329580485189653,,,,0.2578947368421053
201,,,,,30.63443202085334,0.419650634461002,0.34114608132558816,,,,,,,0.0
202,0.040816326530612276,2.0,0.0,0.0,21.098628366669598,0.4446321194513879,0.3255552144099893,1.0,1.6474600285010578e-05,1.0,,,,0.8109090909090909
